PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NObeyesdad
-5.478877654096908,-1.0432679751786846,1.019304281821356,0.3809204476398246,-0.6094264005017525,1.1772366374803591,-0.60855057649277,-0.37916829582669753,0.24178708510335856,0.4314059633976032,2
1.2806952322290102,-0.0021527714461732073,-1.4943026584358303,0.7105414814272293,-0.7679004804218478,0.07641473775181251,-0.8088339053268058,-0.8752987421142908,0.44707647988415644,-0.18581258531208972,1
0.8178683973083541,-2.0517875250661444,-0.7382832783029596,-0.6436017758887296,0.45655162235314883,0.8075736006020933,-1.5354279659912224,0.2197856495935271,0.3048072736074534,0.004625246929776783,1
0.5530410816945792,-2.601515498337271,1.1297062754675906,-0.7539309645570806,1.1689052283659007,-0.10265588679258009,0.36192104088625654,-0.40327127990778044,0.6079123359484413,0.0698189323866884,1
-5.195046461412108,-0.5149887313226297,-0.8079283294972774,-0.03265198984214557,0.0701093908312743,0.2478926538061752,0.5698919326889867,-0.30438487553393534,0.21562724040808545,-0.702688504808731,3
0.9674253907020842,-0.29240386845012845,0.12904184040458877,-1.443095580329379,-0.9427767854300678,1.3515274458758093,0.5345916892795869,-0.5805342984476236,-0.17484562694675976,0.1527856713801593,6
0.8585931684754756,0.17251118926305076,0.5390048529776926,-1.4694896572488025,1.3291440949677833,0.4822507654682662,-0.03500858913769017,-0.056165770808566884,0.16855210298845957,0.04367748640892127,6
-4.365179042007356,3.3001339611074623,-0.935632653575845,2.496010824454261,0.5718606598031395,0.28956653774315666,0.24052795806958763,0.26924300467112705,0.7768890982079277,1.1968567906763028,4
0.8958251117460996,0.23305674606751225,0.3181423612180345,-1.2649805691267526,1.4455118522903665,0.3906750668717365,0.06503254305697725,0.07778518109418808,0.3115678251157581,0.04200538198206327,6
0.938217038796413,0.1207758788677088,-0.08709746141709263,-0.9811544773373801,1.0379761027092063,-1.102027767104182,-0.2816281883966555,0.4552723299425645,-0.11866977375583687,0.18957416114842215,3
1.2614416796159649,1.0781046905864322,-1.4747176040815082,-0.8361154244947107,0.8382156450637426,0.9079894896673739,0.5455965772842194,-0.19089703344893794,0.1728588975938865,0.05471221929680353,6
0.987381170220231,-1.1521140564879642,-0.8470437457286075,1.33284185342785,1.318897525319693,0.08138397491236415,0.09420659532746645,0.09298190711696852,0.7394932620422905,-0.8933266637336235,0
0.8271000555261078,-0.8179124433878704,0.6567132297750047,-0.44586488211705855,0.053162014846380556,-1.230058826097438,-0.5284137652818234,0.47077935907352375,0.2873740232542885,-0.7902486565694979,1
2.7527003538453023,-1.617524568556794,-0.5427228217870974,1.0754492846698718,-0.07748044848715854,0.08899999803296854,-0.059880582664276816,-0.32223149017499164,0.5949299334208855,0.3479019937282337,0
